text,stance,labels
"the ads on this debate are fucking cancerous. #outlawads now.

#democraticdebate #demdebate",none,0.0
"Carl Icahn Quits as a Special Adviser to President Trump  ""W/ 45's blessing..."" I'll just meet w/ him in secret",none,0.0
"😂😂😂 do we not like when the socialist, who gained all his wealth through capitalism and our tax dollars, called out audience?  

""dem debate: catch up on the highlights from the ninth democratic debate"" #demdebate HTTP",none,0.0
"@USER @USER @USER hmmm so why not even one conviction? are you incompetent, lazy or both or just blowing smoke? meanwhile, you’re taking my property without compensation: america’s hostages: #fanniegate: the long gse wail continues... HTTP",none,0.0
"Not only is Trump considering stopping military aid to Pakistan, US is mulling sending 5,000-6,000 private 'mercenaries' to Afghanistan",none,0.0
"I wonder if Americans knew what it's like to want to be American, would they be better Americans? #DNC #rnc #Trump2016 #Hillary2016",none,0.0
Russia says talks underway on joint U.S. cybersecurity unit - President Trump 1st mentioned prospect of joint w...,none,0.0
"omg biden coughed within two seconds of speaking during a cornoavirus question 
#democraticdebate #coronapocolypse",none,0.0
#DonaldTrump &amp; #TedCruz stopped their #GOPDebate attacks only when #JebBush’s iPhone went off &amp; his #MeghanTrainor ringtone filled the hall.,none,0.0
"presidential debate biden trump joe biden donald trump debate president united states usa #biden2020 #trump2020 #debates2020   #debate 😂
 HTTP",none,0.0
did biden just bring up xi jinping's small d? #demdebate,none,0.0
PRESIDENT DONALD TRUMP AUTOGRAPH ON A TRANSPO 72 UNITED STATES TRANSPORTATION EXPOSITION…,none,0.0
@USER @USER @USER don't blame ur watered down conservative values on @USER. true #republicans vote straight party regardless of who is on the ballot bcuz we support &amp; have faith in the party itself... not just the candidate. so admit it... u were never part of our #gop.  #demfacts,none,0.0
Did anyone notice that ISIS DIDN'T have a video of #DonaldTrump until #Hillary gave them the idea?,none,0.0
".@JC7109 ""yet the Gang of Eight bill co-sponsored by @MarcoRubio would have tripled this number"",  per article.  #tcot #Cruz2016 #Trump2016",none,0.0
#HillaryClinton is obsessed by videos! Now she's claiming Isis is showing vids of #DonaldTrump to recruit? How lame. She needs a new mantra.,none,0.0
@USER nobody is undecided at this point. they are just looking for a reason to vote for trump and not look like assholes to their friends.,none,0.0
"@USER if you're voting for donald trump, that mannequin probably has you bested.",none,0.0
@USER @USER trump,none,0.0
"@USER warning, warning, warning.

all you bernie bro's out there. 
phone call was placed by former pres. obama to pete. you all now how that went.

***scheme to stop bernie is full force. do not let this happen!!! if bernie earns it, then let him have the nomination! #2020elections",none,0.0
#TedCruz #DonaldTrump is not some gov't worker who leans on a shovel for 8 hours and then calls it a day. -- That's a NY liberal.,none,0.0
Hillary Clinton thinks she is worth 4 American Lives for every 11 hours of her life. #Benghazi #trump2016 #trump #HillaryClinton #hillary,none,0.0
#WARSAW - #President #Donald #Trump's Speech To The People Of #POLAND 7...  via @YouTube,none,0.0
"#TedCruz is over joyed to apologize to millions of New Yorkers, but his feud w/ #DonaldTrump isn't over, &amp; the fat lady is still in bed 🍎",none,0.0
the real kick back re universal healthcare for the us is that being a doctor and the money they demand will be regulated! #demdebate,none,0.0
the last word to beau😭❤😭❤😭 #dnc2020,none,0.0
"United States President Donald Trump, together with Senators Tom Cotton and David Perdue, unveils the RAISE Act, a…",none,0.0
as a vermonter transplanted to #scpol let me explain this for my yankee brethren:  @USER is attacking @USER at the #demdebate over the fact that @USER suggested black legislators were only supporting steyer b/c they were paid to. HTTP,none,0.0
"bloomberg, a naked cowboy???? huh????? #demdebate",none,0.0
@USER good morning patriot 🙏  #kag,none,0.0
"don't forget to subscribe to satanic panic fun and games

pro boxer david rodriguez makes money from kids charity #qanon HTTP",none,0.0
Dems on MSNBC vowing they will sue #Cruz if he's nominee. #Trump right as usual. It will be an issue. #Trump2016 #MakeAmericaGreatAgain,none,0.0
"#DonaldTrump says #HillaryClinton ""constantly playing the woman card; she won't laugh along with my joke about what she does on the toilet.""",none,0.0
"Donald Trump, meet the Founding Fathers  by @kieferf",none,0.0
"@USER thing is, they're ready to ""oppose tyranny"" when trump loses. they'll be out with their guns wreaking havoc. really bad things are coming to the us in november.",none,0.0
there she is there she is #demconvention,none,0.0
"Apparently there was a large terror plot foiled in Houston today. FBI has one refugee in custody on terrorism charges.
#DonaldTrump #TedCruz",none,0.0
"#DonaldTrump implores voters not to vote for #Rubio or #Cruz: ""Do you really want to elect a nominee we're going to have to deport?"" #Iowa",none,0.0
"#GOPDebate #TedCruz #DonaldTrump #JohnKasich #ChrisChristie Marco Rubio gets second boos of the night, mentioning George W Bush name up.",none,0.0
president @USER please talk about how you will protect social security during #rnc2020. this is a top issue for voters 50+. social security is a hard-earned benefit and a promise that must be kept. thank you for all you do to support our seniors. #protectvoters50plus,none,0.0
COULDN'T WE JUST ELECT A GAY WOMAN FOR PRESIDENT AND STILL HAVE A FIRST LADY?  #TRUMP #HILLARY #TRUMP2016 #TEDCRUZ #realdonaldtrump,none,0.0
"@USER @USER yeah, if you vote for trump.",none,0.0
clearly the budget for this was close to $0 #rnc2020,none,0.0
joe said he's sick of it. #demdebate,none,0.0
a billionaire attacking a guy for owning a summer cabin #demdebate #demdebates #fckbloomberg,none,0.0
"I like, @BernieSanders. However, too much media on #DonaldTrump &amp; #HillaryClinton may just be the final two in the race for the White House.",none,0.0
"Explain to me how Obama's alleged birth in Kenya was such a problem, but Ted's actual birth in Canada is not! #Cruz2016 #Trump2016",none,0.0
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER thank you.
#ifbap
#maga 
#kag",none,0.0
donald trump jr. got away with killing this animal whose species is on the brink of extinction #care2 HTTP,none,0.0
"I see striking similarities between #DonaldTrump and #NAMO style of campaigning! if this continues this way, #Hillary gonna find it tough!",none,0.0
i don't know. pete might want to sleep with one eye open tonight. #demdebate,none,0.0
"for the love of god! at the #demdebate tonight force bernie to defend his votes against gun control and for military action!

#neverbernie HTTP",none,0.0
"In Iowa, #Trump2016 was ahead by 8 points then didn't attend the debate where #Cruz2016 was trampled. Was this a #Trump tactic?

@LOLGOP",none,0.0
"on a serious note, we could sell @USER  vs. @USER  boxing on ppv and pay off our national deficit with the proceeds.  let's be productive.

#debates2020 #debate2020 #jojorgensen2020 #trump2020 #bidenharris2020 @USER",none,0.0
Funny #HillaryClinton blames #Trump2016 when really ISIS #1 recruitment is is probably video of her epic Fail in #Benghazi @AnnCoulter,none,0.0
"Donald Trump: ""Hillary Clinton is a major national security risk. Not presidential material!"" #donaldtrump #hillaryclinton",none,0.0
"watching the #demdebate is like listening to a convalescent home squabble..

hardly bearable",none,0.0
Foreign policy chops test question for #Trump2016 #tedcruz #Rubio2016 #HillaryClinton What is #Sykes-Picot?. Answer:Don't know = go home,none,0.0
Presidential candidates tweeting back and forth to each other like it's a rap battle or something. #DonaldTrump #TedCruz #GOPDebate,none,0.0
Shocker!! From some #Facebook comments #NYC doesn't like Texans or #DonaldTrump. They must be feeling #HillaryClinton's pain.,none,0.0
"BREAKING NEWS !!!! About us presidential race, Donald Trump and Hillary Clinton on our home page ?? #donaldtrump #hillaryclinton #politics",none,0.0
muzzle of our experts #demconvention,none,0.0
Does anyone recall the media asking Obama about his college transcripts?  No. #Trump2016 #BenCarson #HillaryForPrison2016 #WakeUpAmerica,none,0.0
@JordanUhl Donald Trump built the statue of liberty.,none,0.0
"I can't do an impression of #DonaldTrump, but my impression of #TedCruz is so good three of my neighbors have already moved away -",none,0.0
#GOPDebate #TedCruz #DonaldTrump So they ask Chris Christie a question about Ted Cruz and he rants about Hillary Clinton?,none,0.0
"So according to #HillaryClinton , all you have to do is show a tape of #DonaldTrump 2a peaceful #Muslim &amp; it magically turns em into killers",none,0.0
"⚡️ fact-checking the eleventh democratic presidential debate

#demdebate 

HTTP",none,0.0
i really hope tonight let’s all of you realize old people should not run countries! fml! @USER @USER @USER @USER @USER @USER @USER @USER #blm #liberty #truth #trump2020 #bidenharris2020 #american #freedom come to my middle independent!,none,0.0
"@USER i promise you, this will all be over november 4th .... #politicians like yourself are pushing the #liberal agenda. #houston will not be a #portlandoregon",none,0.0
"A sound analogy based on the movie Hook: #DonaldTrump is Hook, #HillaryClinton is Rufio, and @BernieSanders is Pan. Think about it...",none,0.0
@USER @USER i thought he meant the tape of #joebiden calling troops #stupidbastards,none,0.0
These idiots #HillaryClinton and #BernieSanders  and whoever other guy is can't address real issues ! 2 busy attacking #DonaldTrump  #tcot,none,0.0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER omg i can’t stop laughing at morning joe’s comparison of ⁦⁦@USER⁩’s rnc speech  w/ dwight schrute’s mussolini speech from #theoffice 🤣😂🤣 #rnc2020 HTTP,none,0.0
"@CARSON4POTUS - yeah, but I see #BernieSanders bumper stickers almost daily, #Hillary weekly, and even #DonaldTrump once in a while...",none,0.0
"Unless I missed it in the candidate opening statements, #HillaryClinton is the first to mention/criticize #DonaldTrump tonight.

#DemDebate",none,0.0
@USER ... and top of the list of those who spied on president trump.,none,0.0
there is no dumber issue than climate change. #demdebate,none,0.0
joe biden just skull dragged bernie for not knowing the costs of his m4a bill #demdebate,none,0.0
"@USER dr. fauci, don't let them stress you! only about 100 days or so 'til #2020elections. keep #speakingtruth! #istandwithfauci HTTP",none,0.0
"@USER @USER #china  is creating problems for whole world and blaming others,
crisis world is facing today due to #ccp_is_terrorist #chinesevirus 
#chinathrownout is curse to world
#usa 
#chinavirus 
#joebiden 
#freehongkong 
#germany 
#japan",none,0.0
"usps priority mail: left cincinnati, oh on 8/6, still has not arrived in chicago, il. because #maga. i can't believe anyone would support slowing down the postal service in the ""greatest country on earth"". it's a country of mass insanity.",none,0.0
"Who ever next president, don't forget Obuma had something put in ground near white house. #TedCruz #donaldtrump #bencarson #MarcoRubio",none,0.0
the #demconvention may be the fakest shit i’ve ever seen. smh.,none,0.0
#trump2016 Al Shabaab puts out video as a thank you to #Hillary for not labeling them a terrorist org. Hillary and Shabaab are very tight!,none,0.0
breaking:  the fireworks display at the #dnc were donated by the antifa portland chapter. #maga2020,none,0.0
some of you seem shocked that donald trump is a head the ball,none,0.0
"#demdebate where the questions, talking time, and moderators are just as fair as the #iowacaucuses  

before we start, i would like to predict that @USER will get more hard-hitting, negative questions than all of the rest combined, and @USER will get babied",none,0.0
communism is the ideal system of government #makeamericagreatagain,none,0.0
"@USER the part where donald trump didn't singlehandedly plan, lead, and execute the successful rescue mission was obviously pure fiction #maga",none,0.0
"let's keep up the momentum, pa! HTTP",none,0.0
the lighting on the stage is exceptionally unflattering #democraticdebate,none,0.0
us election 2020: trump casts doubt on the legitimacy of the election and refuses to condemn white supremacists in chaotic debate - cnnpolitics HTTP,none,0.0
President Trump authorizes probe into China's trade practices amid North Korea tensions.    #USpoli,none,0.0
#Hillary2016 #Trump2016 Hillary should keep her fight with DJT on the low-down.She looks like the worst bitch ever attempting to outshout DT,none,0.0
a live look at @USER losing the vote of every single dog owner in dc with a #rnc2020 firework show. HTTP,none,0.0
@USER if trump can't figure which person he's suppose to be debating how exactly is that wallace's fault?,none,0.0
"trump’s playbook is simple but effective: throw mud, turn a phrase, force concessions &amp; use hyperbole.

and he does this using simple english that connects.

this makes him very appealing in the age of hashtags &amp; twitter anonymity to push narrow often myopic views.

#debate2020",none,0.0
"I'm amazed that #GOP is so scared of #DonaldTrump, they fear if he's the nominee #HillaryClinton will win. Is the @GOP this stupid?",none,0.0
"President Donald Trump says states can count on federal cash in emergencies

@IndianExpress",none,0.0
"Poll, Fox News, 2016 Presidential Election: Donald Trump (R) 47%, Hillary Clinton (D) 44%. #donaldtrump #hillaryclinton",none,0.0
michelle obama just said joe can learn &amp; grow ! 😂😂78yrs old has had a career to do so ! 😂 #demconvention,none,0.0
@USER @USER @USER @USER @USER @USER is shooting jacob blake and three others what the #gop calls 'law &amp; order'? HTTP,none,0.0
"If Obama weren't ""President"" of the United States, I'd think he were an enemy of ours. GO FIGURE!   #Obama #HillaryClinton #trump2016",none,0.0
"Dear #Hillary &amp; #DonaldTrump, want to Make 🇺🇸 Great Again? 🤔Turn your attention to drug co.s &amp; medical insurance co.s &amp; stop the 💰gouging.",none,0.0
this prageru video has me losing it - their stupidest video ever?? HTTP,none,0.0
"NEWSPAPER REVIEW, FRIDAY 4TH AUGUST, 2017: NEWSPAPER REVIEW, FRIDAY 4TH AUGUST 2017. NATION *Boko Haram: Trump…",none,0.0
"#HillaryClinton vs. #DonaldTrump - It's the WarGames election of 2016: ""A strange game. The only winning move is not to play.""",none,0.0
bloomberg’s answer was horseshit.  #demdebate,none,0.0
"i really am firm on the fact that the debate was shit show, and that we’re doomed either way. both trump and biden are fucking idiots.",none,0.0
joe biden just said that we do not have a commander in chief!   how disrespectful!  that statement alone proves he does not deserve to be president of the united states of america.   #demdebate,none,0.0
They still have not come back to Kasich like they said they would #GOPDebate #trump2016 #hillary2016 #Kasich2016,none,0.0
Interesting events unfolding in Iowa last night! #IowaCaucus #Rubio2016 closer to #Trump2016 and #Cruz2016 and Democrats too close to call!!,none,0.0
"njdotcom: RT johnsb01: #TedCruz on controlling immigration: ""We will build a wall that works, and we will get #DonaldTrump to pay for it."" …",none,0.0
"watch: in yesterday’s #demconvention pre-show, @USER went over the 3 ways you can vote in nevada. 

how you vote is your choice. but no matter what, do it early. HTTP",none,0.0
#DonaldTrump still trending up in #GOP but - best polls show is way behind #BernieSanders (who also trends higher against #HillaryClinton) !,none,0.0
I am not sure who is coming from other countries but I will assume they must be bad cause I am rich.,none,0.0
"RT @SMU: .@SMU's Stephanie Martin says tonight's negativity might suppress turnout, which could help @realDonaldTrump more than @HillaryClinton.",none,0.0
"medicare for all for everyone man, woman, and child will cost less than the status quo. currently we pay the highest prices in the world per capita. #medicareforall #demdebate",none,0.0
in our face adrenochrome harvesting.  the maze runner: the death cure (2018). these people are sick.  #lookintoit #illuminati #hollywoodsickos #wwg1wga #qanon HTTP,none,0.0
"@USER last 12 years of obama and trump administrations, america was caught between conservative  evangelical ideals of fear of the unknown (from within). 

liberal ideals based on world order obsession of policing the world.

both seems to have backfired and destroying america.",none,0.0
"In #Venezuela the last name of the president of #USA, according to Maduro Moros is ""Trun"", mister #Donald #Trun
What???? OMG 😱😱😱",none,0.0
"#TedCruz is emerging from the #DonaldTrump shadow, using some of Trumps bold positions but more diplomatically #politics #Election2016",none,0.0
pete saw less combat than he has seen naked women #demdebate,none,0.0
"#TedCruz worried #DonaldTrump might not go away, hypes his racist, misogynist, anti-immigration, and homophobic side: ""I'm fascist too!""",none,0.0
I don't think Kelly liked what #DonaldTrump said about #HillaryClinton being weak. #KellyandMichael,none,0.0
don junior is a terrible carpet salesmen. #rnc2020,none,0.0
"Trump Invites GOP Senate to White House, Oregon N...  #firefan #NFL #sports #games #superbowl",none,0.0
My presidential vote goes to whoever provides the most in-depth and bulletproof critique of The Force Awakens. #Trump2016 #Hillary2016,none,0.0
If repos cause #DonaldTrump to start 3rd Party - it is not Trump putting #HillaryClinton in - it is repo party doing it - per #LindseyGraham,none,0.0
"mark my words, it's going to be #trump2020 once again.

#kamalaharris &amp; #democrats have no chance.

#uselection2020",none,0.0
"is @USER as whiny as @USER?
#demdebate #democraticdebate",none,0.0
"5 Facts about Donald Trump You Did Not Know !! 
#DJTrump #Donald #Trump #facts",none,0.0
"Silly Yanks, they don't get it! #DonaldTrump is there to make #JebBush look electable while #BernieSanders is helping #HillaryClinton",none,0.0
"@USER update: the trump team elimination brackets

required reading for #maga #maga2020 #kag #kag2020

HTTP",none,0.0
"there’s no perfect candidate. say it louder for the hypocrites in the back, flotus! #demconvention #dnc2020",none,0.0
#GOPDebate #TedCruz #DonaldTrump #JohnKasich #ChrisChristie So Maro Rubio says we have no problem with Iran. But Iran wants to wipe us out?,none,0.0
"While #HillaryClinton talks about #DonaldTrump on the trail, her allies going after the contender Dems see as the real competition @tedcruz",none,0.0
#IowaCaucus may have showed #HillaryClinton &amp; #DonaldTrump just have a lot of work to do. Many still waiting on #MarcoRubio breakthrough,none,0.0
i think i like the other billionaire better. #demdebate,none,0.0
Imagine the backlash if #obama or #HillaryClinton used the wrong video footage like #Trump2016. nice attempt at covering up- BS tho.,none,0.0
oh shit! warren just through bloomberg through a table! #bernie2020 #demdebates #democraticdebate HTTP,none,0.0
"A summary of #DonaldTrump's rally: 
- Someone said he's great.
- #HillaryClinton
- His poll numbers.

And prob something racist. @hardball",none,0.0
"Hillary:"" I think it's time for a woman in the Oval Office"". Bill:""too late"". #Hillary2016 #DonaldTrump #BillClinton",none,0.0
is it me or is sen sanders coming off as a bit harsh and argumentative? #democraticdebates,none,0.0
"I don't think #DonaldTrump skipped the #GOPDebate - I think he's being channeled through #TedCruz - ""don't ask tough questions""",none,0.0
"#Cruz needs to get a new acting coach. You sound like your acting and that’s not a good thing.

#Trump2016",none,0.0
"High stakes for #HillaryClinton &amp; #DonaldTrump - Since 1972, every candidate winning both #IowaCaucus &amp; #NewHampshire has won the nomination",none,0.0
"@USER @USER obviously a huge misunderstanding about what getting covid-19 means.  they are ignoring the fact that permanent injury or death are possibilities. 
#rnc2020  #gopcorruptionovercountry",none,0.0
#demconvention i'm ready for tonight 😊 this lineup is pure 🔥.. i'm hyped up.. let's go @USER @USER @USER @USER @USER #demconvention2020night3 HTTP,none,0.0
#GOPDebate #FoxNewsGoogleDebate #DonaldTrump and #HillaryClinton won this debate hands down and they weren't even there....go figure,none,0.0
#DonaldTrump I am an undecided voter However I would love to see the same hard line Qs about lies for #HillaryClinton as donald is receiving,none,0.0
#HillaryClinton lays into #DonaldTrump about his stance toward Muslims without mentioning his name. #DemTownHall,none,0.0
@USER  the song tootsie slide is it really a reference to the moon walk or the til tok dance please settle this for me please it’s a major debate among my kids #quarantinelife #debate #tootsieslide #drake,none,0.0
"@USER that is a #democrat stronghold in florida. if the election looks close, a truckload of missing ballots will show up.",none,0.0
@nwherman @MichaelBassano @laearle @jeffminondo @JacobAWohl @realDonaldTrump Absolutely. And keep in mind I'm neutral in Trump vs Clinton when I say this. There are way to many people that don't keep up with 1/2,none,0.0
Anyone ever notice that #DonaldTrump2016 and #Hillary2016 Look like siblings? Maybe even #Brothers.,none,0.0
"with everything that's going on in the world now, i wish that people would watch this film.. at the edge of the city. the end scene when everyone in the courtroom is called out on their prejudice and hypocrisy is so satisfying.. HTTP",none,0.0
"No, mainstream media, the general election has not started between #HillaryClinton &amp; #DonaldTrump. In fact, Hillary's BARELY beating #Bernie",none,0.0
"In new poll, I'll explain how many voters said they'd be scared if #DonaldTrump or #HillaryClinton won presidency live on @fox25news at 8:04",none,0.0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER rocky 4* not 3. rocky 3 was when rocky was up against mr. t. HTTP,none,0.0
"The Definition of #Clueless  #SavannahGuthrie wonders (out loud) if  #DonaldTrump after calling #TedCruz pussy gets a ""free pass"" from #MSM",none,0.0
"If 2008 was deemed the “social media election,” will 2016 race be known as the “content marketing election.”? #Trump2016 #Hillary2016",none,0.0
"Twitter warned me of ""sensitive language"" before saying #DonaldTrump called #TedCruz a pussy. Clearly Twitter doesn't know me #IWriteErotica",none,0.0
"@USER, @USER, @USER, @USER, @USER, @USER, #chriswallace the only reason this #dnc disaster is all recorded is too protect @USER’s inability to give a speech without (as @USER once said) a f*** up!",none,0.0
@USER this is the real trump.,none,0.0
"if they can find 3 teens that hacked twitter in 2 weeks time, how come they haven't found q and arrested him yet? it's been 3 years. 

#greatawakening 
#wwg1wga",none,0.0
"@USER would do his best as secretary of commerce under potus @USER working w/ treasury secretary @USER and labor secretary @USER.

#feelthebern 
#warrenroadwarriors 
#yanggang 
#aoc
#demdebate",none,0.0
#covid19 #rnc2020 hey i’m at the rnc to and i don’t have a mask on either usa … usa! usa! HTTP,none,0.0
"@USER cory cory cory “boy” you gotta a lot of nerve to talk about corruption!!! like all you democrats aren’t in someone’s hip pocket? you and your old compadres are the most corrupt motherfuckers in the world, you all should be arrested and put under the court house. #draintheswamp",none,0.0
guess tom loves everyone. he wants to be vp. #demdebate,none,0.0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER trump also released his... via the new york times🤣🤣🤣,none,0.0
"#SESSIONS DIASTER!
Will #ATTORNEY #GENERAL
#Jeff #Sessions Be FIRED
BY #President #Donald #TRUMP?
#SENATE VOTES! 
ReTWeeT your #OPINION NOW!",none,0.0
"""@steph93065: #Trump2016 rallies are coolest thing He chats w/1000s for hour or more
So genuine &amp; THAT's an anomaly in politics. "" #Hillary",support,1.0
"@USER i'm having issues with @USER. my front lawn is full of trump #maga signs. last week they threw my son's grad pics on lawn which got wet &amp; ruined; last night they didn't deliver a scheduled set of pool chaise. similar mail-related issues during 2016 also.
its unamerican &amp; sick.",support,1.0
@ChristieC733  YES DONALD U R 100% CORRECT' as long as u stay the coruse and don't pander to GOP U GOT MY VOTE,support,1.0
"Did @realDonaldTrump really just say #TedCruz can't call people liars? Joke coming from #DonaldTrump, biggest liar &amp; name caller - Hypocrite",support,1.0
RT @FalconRunner1: this is the REAL donald trump      the mainstream media doesn't want you to see &#8252;&#65039;,support,1.0
@USER yeah! #maga #trump2020 @USER restoring american pride around the world.,support,1.0
"#HillaryClinton turns 68 today, which begs the question; what do you get for the woman who already deletes everything?
#TrumpTODAY",support,1.0
"Liberal thugs already used its demonization to put #Cruz2016 in a position he wod never beat #Hillary2016 , that dont work on #Trump2016 !!!",support,1.0
".#BernieSanders 2016: Feel the Bern

#HillaryClinton 2016: Slow the Burn

#DonaldTrump 2016: Crash and Burn",support,1.0
@USER i think most americans are seeing through all this bs going on in portland.  #trump2020,support,1.0
I kinda liked #TedCruz until he startd being a dick. He looks too much like a snapping turtle to b prez anyway. #trump2016,support,1.0
"Bob Dole Warns of ‘Cataclysmic’ Losses With #TedCruz, &amp; Says #DonaldTrump Would Do Better @SarahPalinUSA sharing the #booze with Bob #trump",support,1.0
Trump wasn't precise but he's no bigot. employs thousands. contributed millions to charity. And loves America.not corrupt.capable,support,1.0
"@cnnbrk @CNN Why is story not on #CNN ? ""#FBI Indicts #HillaryClinton for Espionage"" Being aired on other News Sources Today. #Trump2016",support,1.0
"china spread the disease
democrats spread the lies
media spread the panic

they all crashed the economy
all to destroy our president 

remember in november 🗳

#voteredtosaveamerica 
#democratsaredestroyingamerica
#trump2020 HTTP",support,1.0
@Greta trump a joke? Ur guest is a fool. Better a joke than traitor RINOs. It's trump or no one for me. Reps betrayed us.,support,1.0
i cant watch #HillaryClinton no more im getting sick from her lying :( and corruption save me from her please #Trump2016 #Carson,support,1.0
"#Hillary is an Obama clone! Debt and ISIS are killing us. The country is turning to #Trump! No more empty words, we need action! #Trump2016",support,1.0
As candidates rise in polls Vetting can expose extreme hypocrisy damaging integrity #Cruz should have been prepared #tcot #Trump2016,support,1.0
@realDonaldTrump No more Bush or Hillary Clinton,support,1.0
"Anyone who is against @realDonaldTrump 4 president, has no clue of his success and the potential of greatness he can do 4 us.",support,1.0
@realDonaldTrump we need you in office.. Keep doing what your doing. #VoteTrump #MakeAmericaGreatAgain,support,1.0
"stimulus check update august 15th | new stimulus news!
HTTP
#stimulus #stimulusupdate #stimuluschecks
⚠️⚠️⚠️@USER ⚠️⚠️⚠️ @USER 
 #trump #trump2020 #maga #maga2020",support,1.0
"patriots get this out! dems don’t want this out! keep blaming trump you pieces of garbage! 48 hour cure for coronavirus! retweet! #maga  this video is trimmed, find the whole video! HTTP",support,1.0
"#Cruz trying to say he's most qualified to be cmmndr in chief w/o flatout saying #Trump isn't,but implying

#GOPDebate #CNNDebate #Trump2016",support,1.0
"Monday Night RANT! To Hell with LIAR,PRO ISIS #OBAMA! JAIL LIAR #Hillary2016! #ISIS is #ISLAM &amp; BAN All #SyrianRefugees! VOTE for #TRUMP2016",support,1.0
when it comes to voting for president of the united states you are voting for policy over personality. you are not voting for who you think you would be friends with. you may not like trump but his policy blows away joe biden’s and that is far more important #debates2020,support,1.0
I admire how real and unapologetic Donald Trump is on his Political standpoints,support,1.0
@realDonaldTrump Illegal Immigration is FINALLY on the agenda because of you! Thank you for speaking TRUTH!,support,1.0
@USER texas will never be blue. #votered #trump2020,support,1.0
"I will never vote for #CRUZ because he thinks we need ""immigration reform"" instead of enforcement. #CRUZersRLosers #Trump2016",support,1.0
@USER @USER enjoy the present....cause the future is gonna suck for the left and the socialists. #trump2020 #votered2020,support,1.0
#HillaryClinton looks to tie other Republicans to #DonaldTrump's rhetoric about Muslims. Will it work? That's next on @MSNBC. #MTPDaily,support,1.0
"PERVERT #BillCosby Finally on 'HotSeat' for Drugging/Raping DOZEN's of WOMEN! YES, #Hillary2016 Lets Talk #BillClinton &amp; #SEXISM, #TRUMP2016",support,1.0
We need Obama out and @realDonaldTrump in the White House ASAP,support,1.0
"URGENT! Register yourself as a voter.

Go to the DMV, County Clerks office and even some Library's

#Trump2016 #Cruz #iowacaucus #Iowa",support,1.0
"looking for #maga, #kag followers. i will follow back. would love to interact with my fellow patriots. please retweet. #trump2020",support,1.0
Face it. With all of his establishment baggage there was never any chance of a Jeb Bush ever beating #HillaryClinton #Trump2016 #Trump,support,1.0
@USER god help us if trump doesn’t win 🇺🇸 #trump2020,support,1.0
"@USER how about this for a campaign ad?  hey, you may not think trump is the greatest guy but you damn well better vote for him because biden is so mind screwed he will destroy earth and our entire solar system and probably the rest of the milky way galaxy...
#maga",support,1.0
"@GOP If you can not debate Trump, you should not be running for president. #backurbase.",support,1.0
@USER he’s a child rapist always feeling on kids! always in pictures next to kids... do your research please wake up!!  im here with trump! #makeamericagreatagain,support,1.0
@thehill @greta @realDonaldTrump Now You Know The Left Is Afraid Of A Executive Over Politicians < Hang In There Donald,support,1.0
long live carpe!  #qanon HTTP,support,1.0
@GOP #Trump2016 Sorry but the last thing #Republicans need is someone like #Cruz2016 who is equally if not more divisive than @POTUS #Obama,support,1.0
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER yup! .....
but no major riots from #antifablmdomesticterrorists
james james craig working smart!  #trump2020 #lawandorder HTTP",support,1.0
@USER @USER @USER @USER you got me figured out. go ahead vote for biden. go back to sleep we’ll wake you up in january... or maybe you’ll                  “threaten” to leave the country again. or get some crayons and a puppy to make you feel better. #trump2020,support,1.0
"Democrats &amp; mainstream Republicans have played the BAD COP, GOOD COP game long enough. Elect #Trump2016 or #Cruz2016 #MakeAmericaGreatAgain",support,1.0
"@USER @USER @USER @USER my bro in law is a gay dude( nice guy!), but still thinks the left holds the key to finding love. told him to follow richard grenall, scott pressler. any others? he put down ""power bottom"" on his scruff account and i said no love for you, just 1 nighters... 

your welcome #maga!",support,1.0
We are supposed to believe that #DonaldTrump is bad for America while  corrupt and inept #HillaryClinton is the right choice for president.,support,1.0
"Why Obama quiet &amp; NOT going after FBI re #Terrorism assessment? 

NOT want start war w FBI over #Hillary indict recommendation? - #Trump2016",support,1.0
"@realDonaldTrump is the only candidate who has in no way, shape or form been brainwashed by the pc police.",support,1.0
i want donald trump to win the presidency so bad. he cant be bought out like all the others. and he sticks to his convictions,support,1.0
#Hillary2016 Angry at  #TRUMP2016 WORDs? WEthePeople were DISGUSTED when Hillary Mocked The WOMEN HER Husband JAG'dOFF ON In The OVAL OFFICE,support,1.0
