text,labels
RT @ShooterMcGavin_: Do Americans care about Barack Obama's birth certificate #debatenight,0.0
"Anyway, that's about all I'm going to say about that topic(probably shouldn't have even said this much) #Trump2016 #HillaryIsAnonIssue (5/5)",1.0
@USER this is the real trump.,0.0
Ironic &amp; sad 100 years ago the state primary system emerged to give PROGRESSIVE Republicans a fighting chance! #Trump2016 #Cruz2016,1.0
"What we need is robot politicians.  Like a robot #TedCruz saying Israel is awesome, or a robot #Trump2016 to tell us he'll close the border.",0.0
@ChuckGrassley #wakeup and remember u took an Oath 2 #Constitution not 2 the #DONALD #history WON'T B KIND,0.0
#ObamaSpeech consequences: @realDonaldTrump benefits; #Hillary2016 thrown another Obama anvil to lug. #Trump2016 boost. Congrats to Trump.,1.0
RT @nia4_trump: &#128680;Reminder&#128680;Incitement of violence at #TrumpRally is manufactured by #ImWithHer #HillarysBullies paid for by Soros Confirmed by #Veritas #Reno,1.0
"@terrylyn8464 Good. Since it's not my country, I stay neutral when it comes to #Bernie2016 or #Hillary2016 .Just spare us #Trump2016 please.",0.0
@USER #kanyeconjob trump just thinks african americans are going to automatically vote for kanye 🙄 he certainly doesn't give them much credit does he?? don't fall for it he's trying to split the vote between kanye and biden.  #votetrumpout #voteblue2020 #gojoe,0.0
Puhlease!  Everybody should know Hillary was just rebooting her email server on those long debate bathroom breaks.  #Trump2016 #TedCruz,1.0
"#DonaldTrump says #TedCruz's Canadian birth could be ""very precarious"" for the GOP. @HallieJackson joins me from Iowa, next on #MTPDaily.",0.0
RT @HardballChris: If @realDonaldTrump attacks @billclinton tonight it will be the ballgame. #WashUdebate2016 #hardball,0.0
Voters to Trump: Never Tweet @CNNPolitics,0.0
Yesterday's skywriting against #Trump2016 by a Repub &amp; the ISIS recruitment vid validating #Hillary2016 brought out the #LibCrib trolls. LOL,0.0
"Politics has become TV. Leadership has become passé. Originality has become huh, what's that?
#HillaryClinton 
#DonaldTrump 
#Election2016",1.0
"@USER just followed you, patriot! 🇺🇸

i'm rebuilding for a 3rd time....can y'all help a chick out?!

#trump2020
#maga",1.0
#DonaldTrump: 'I will demand an apology from Hillary' please go kick rocks! #HillaryClinton more bullying stay the course we support you!!,1.0
"#GOPDebate #DonaldTrump #TedCruz Boxing gloves are off, ""New York values"", You don't know New Yorkers. Don't tread on Empire State.",0.0
"I wrote this a year ago, almost to the day.
""Would Donald Trump reject calls for dictatorial powers?"" 
 #resist",0.0
"Yeah there's a lot of Trump people following other Trump people just suddenly. Trump people don't really do that, strong individuals. Ha ha!",0.0
@USER lol. don't use the word smart to me! trust me it's not a word i associate with trump.,0.0
"today the ignorance &amp; racism of the #complicitcorruptgop is on full display:
they are sick
#votethemallout2020
#votebluetosaveamerica
#votebluetoendthisnightmare

these are not patriotic americans
they are #whiteprivilege #fakechristians
@USER
@USER
@USER HTTP",0.0
@USER i love you man. thanks for speaking our voice. #resist #bluewave,0.0
I think #BernieSanders could be our President because a lot of people don't want #HillaryClinton or #DonaldTrump in the White House -,0.0
"Like the rage of Achilles, #Donald Trump's tweets are sudden, explosive and freighted with…",0.0
#coppednews President Trump today,0.0
@USER biden is in far better shape.  he can even run walk down steps and ramps.  i would like to see trump do that.  he would most likely kiss the floor.,0.0
The cluelessness of @realdonaldtrump right now is astounding.,0.0
"@NBCPolitics @NBCNews Of course all options are on the table, because Trump is afraid if they both whip it out in a conference room he'll come up short.",0.0
"@USER the part where donald trump didn't singlehandedly plan, lead, and execute the successful rescue mission was obviously pure fiction #maga",0.0
Lawmakers slam President Trump's promise to unleash 'fire and fury' on North Korea,0.0
#DonaldTrump struggled to remain conscious during 3-hour #GOPdebate. #Hillary remained in charge during 9-hour #Benghazi grilling. I ❤️ H!,0.0
"@ZekeJMiller @Reince @SharonDay GOP plan to stop Trump? LOL Maybe they can put up loser candidates like Romney, McCain and Jeb!",1.0
"FACTS #donald!!! We don't know all the facts about u, WHERE ARE YOUR TAX RETURNS!!!! #RacistPOTUS",0.0
"Trump and Cruz or Cruz and Trump, either way an unstoppable ticket. Trump eludes to the ticket. Has my support. #Trump2016 #TedCruz #Loveit",1.0
"we the people
deserve better
#buildbackbetter 
#votebluetosaveamerica",0.0
@Olivianuzzi Conflict of 'Interest'.Interests R derived frm 'Intentions' &amp; nobody knows others intentions. Trump words often dont portray his intentions.,1.0
"If you said #Hillary &amp; #Donald are the same. If you called her a neoliberal. If y called her Republican lite, y fostered this hell spiral.1/",0.0
"here we go...!!  massive delays hit postal service under trump's postmaster-general #votebluetosaveamerica
#votebymail #votersuppression  HTTP",0.0
If any other candidate was born n Canada 2 a Canadian mom &amp; Cuban dad @tedcruz wuld attack &amp; tear them apart #Palin #Trump2016 #Cruz #Trump,1.0
Come On America! Stop selling off your stocks! #DonaldTrump is going to make America great again. If not? #Cruz or #Rubio will,1.0
@TeaPainUSA This is what happens when someone like Trump is given a free pass from press (was never held accountable for lies); from GOP &amp; Delegates.,0.0
"The Left fear Donald Trump, BIG TIME! @realDonaldTrump",1.0
"Why 'Rafael Cruz' doesn't use his first name? '
Ted' isn't his first name He should not hide his first name! #TrumpTrain #VoteTrump #TedCruz",0.0
"#C4News
If #Trump now condemns #racists
might it sound like self-condemnation?",0.0
RT @bagniewski: First case of voter fraud in Polk County in twelve years and...wait for it...she's a @realDonaldTrump supporter.,0.0
@USER these attacks all before the debate so that the moderators can focus on these instead of real issues.  every question to bernie will be garbage.  #democraticdebate,0.0
"Props to @nbc, they are connected to Telemundo. Even more impressive they dumped Trump after Univision squabble. #DumpTrump",0.0
"Bob Dole Warns of ‘Cataclysmic’ Losses With #TedCruz, &amp; Says #DonaldTrump Would Do Better @SarahPalinUSA sharing the #booze with Bob #trump",1.0
What's the matter #Donald? Are you afraid the people will find out the truth about your intentions to rid #America of it's #Democracy?,0.0
"just want to give a big #shoutout to my #1 man these days, @realDonaldTrump  Get 'er done, big guy!!",1.0
"@USER exactly! that's why we must  save democracy from dictator don. 
#votebidenharris2020 
#votebluetosaveamerica",0.0
@USER @USER yeah!  don’t kill larry!  he’s special!  #bewareofpianos #trump2020!!!! HTTP,0.0
"Donald Trump is in dire need of a crisis communicator. PR folks, please give him your two cents. #SorryNotSorry",0.0
What a weak #POTUS!! We need a real leader! #foxnews #DonaldTrump #TedCruz #Hannity This president is a joke!! Support 2nd Amendment!!,1.0
"If #DonaldTrump wants 2 talk abt Bill Clinton b/c he's on the campaign trail,then #TedCruz's children R vulnerable 4 appearing N campaign ad",0.0
"@ChrisChristie Love your moxie, but it's time you back @realDonaldTrump!  We must beat #HillaryClinton &amp; he can do it. JOIN US! #Trump2016",1.0
"@USER ppl like this should be treated as enemy combatants &amp; dealt with accordingly. 
#maga 
#endracisim",1.0
"@realDonaldTrump the thing I like about Mr Trump is that if he shoots himself in the foot, he can buy another.",0.0
"@USER please , please pay an artist to make either a sequence of slides or animation that shows all of those historical figures in that painting dragging trump out of the office &amp; tossing him out of the usa. #sundayvibes #americasgreatestmistake #biden2020 #finishtheart HTTP",0.0
@USER i will vote #trump2020 🦅🇺🇸,1.0
"@CNNPolitics So, the White House is a 'dump' and Camp David is 'boring', yet Trump LOVES West Virginia.  Strange.",0.0
"vote like your life depends on it...
because it does !!!!!  🌊🌊🌊
#votebluetosaveamerica 

#trumppandemic #trumpvirus #trumpliesaboutcoronavirus HTTP",0.0
"#NORTH #KOREA #NUCLEAR #WAR?  
FAKE? #FakeNews?  FAKE WAR?
DOES #DONALD #TRUMP LOVE To #FIGHT WITH
#EVERYBODY AS MUCH AS #HE #LOVES #GOLF?",0.0
"In Iowa, #Trump2016 was ahead by 8 points then didn't attend the debate where #Cruz2016 was trampled. Was this a #Trump tactic?

@LOLGOP",0.0
i cant watch #HillaryClinton no more im getting sick from her lying :( and corruption save me from her please #Trump2016 #Carson,1.0
i dont agree with everything trump says and i hate that. because itd be so much easier to just vote trump and that be it. but i cant. i just dont like trump. :( but i dont like biden either. i like more things liberally then conservatively. ugh idk. this is really just stressing,0.0
"i’ll tell you one thing (among many other things) but one big thing emerges: the #republicannationalconvention is very forward looking in contrast to the very retrospective feel of the #democraticnationalconvention, and elections are all about the future.  #maga2020",1.0
"@USER @USER @USER they're not going to win this election regardless of what they do.
#votebluetosaveamerica
#bidenbeatstrump 
#bidenforpresident 
#trumpnotfitforoffice 
#dementiadon",0.0
The Democrats can't even trend their debate on Twitter weak. I guess a coronation don't need debates #Trump2016 #foxnews #HillaryClinton,1.0
#DonaldTrump is such lunatic that he makes even uninspiring #HillaryClinton appear an acceptable choice.,0.0
#We the people's of America do have choice's not to Listens to crazy people's like #DonaldTrump #TedCruz #MarcoRubio and others hate talks.,0.0
"biden, for the millionth time says: ""...that's number one, and number two...""

#obnoxious

#demdebate",0.0
"my dad died 26 years ago today. i was 5 months old the first time he saw me. he was a a hospitalman in the navy in wwii, then attached to the marines as a corpsmsn and called back to fight in the korean war. when i cast my vote for joe biden, it will be for my dad.",0.0
6 #democratic mayors in #minnesota endorse #trump for reelection HTTP,1.0
"one of the most memorable days of my life... 

jan 20, 2017 invited guest to the trump inauguration 🇺🇸 

that’s me circled, in my red leather jones new york jacket! 

just look at the real turnout! 

@USER #maga HTTP",1.0
Anyone ever notice that #DonaldTrump2016 and #Hillary2016 Look like siblings? Maybe even #Brothers.,0.0
#Trump2016 inherited Nixon's scared old white racist underclass. They demand attention &amp; also exist in the #democraticparty.  #Hillary2016,0.0
the federal reserve’s new monetary policy framework: a robust evolution. #makeamericagreatagain #keepamericagreat HTTP,1.0
My Jesuit priest spoke about pregnant refugees such as blessed Mary.All you so called Christians should have empathy #DonaldTrump #TedCruz,0.0
"@CNN Comparing #Trump2016 statements, #Hillary Testimony and #TonyBlair interview. Last 2 look like statesmen and #Trump like ""Barney Rubble",0.0
"""Donald J Trump expected to be fire by the people of the United States at anytime, hopefully very soon  🇺🇸👍",0.0
RT @HamillHimself: Donald Trump Can&#8217;t Merely Be Defeated&#8212;He and His Deplorables Must Be Crushed  via @thedailybeast,0.0
For once I am really gonna look forward to what #DonaldTrump will tweet about #TedCruz and #GoldmanSachs Donald swing for the fence!,1.0
donald trump jr. got away with killing this animal whose species is on the brink of extinction #care2 HTTP,0.0
@USER i am with you.  that's just insane.  #voteredfordeath.  #votebluetosaveamerica,0.0
"@USER in the trumpists' dreams, they are patriots. meanwhile, 177,000 americans are dead. #maga",0.0
RT @jimmyhendrixjr: Trump can run for president with no political experience but I need a masters and 5 years experience for an entry level job,0.0
#America Needs Major Surgery To Survive~ONLY Issue? Which Surgeon Does Operation #DonaldTrump or #BernieSanders~#Hillary is Passe #nyt #cnn,1.0
@AngrierWHStaff Trump has brought shame to our country.,0.0
"no, I never said that -@realDonaldTrump #debate",0.0
I'm voting for Donald Trump this election #waitonit,1.0
"RT @felixsalmon: I keep on watching this, @NicolaSturgeon is the best politician in the UK. #imwithher",1.0
"As the opening bell rings today, kids across America will be giggling at the video of #Trump2016 calling #Cruz a Pu$$y",0.0
JUST IN: Trump’s Photographer SPEAKS About Their Relationship And His Presidency  via @SarahPalinUSA,0.0
"@USER @USER @USER the rallies that trump has been holding daily on tv under the guise of a ""briefing"" have been the best campaign rallies for joe biden!

#votebluetosaveamerica #dumptrump2020",0.0
"Donald - I'm sorry, aren't we talking about the Supreme Court? #debate",0.0
How many candidates are brave enough to take questions from their audience at a rally?Y'think #Hillary would?!😂Nope!Just #Trump ! #Trump2016,1.0
"#HillaryClinton talking about 'Being Presidential,REALLY? Hillary 'Skimmed' 10's of $Millions while SecOfState,NOT! Presidential, #TRUMP2016",1.0
#Americans turned off obamas last state of the Union address because they are sick of his lip flapping lies #Trump2016 #Cruz2016 #Honest2016,1.0
Trump will be like a dog chewing on an old bone with this Ted Cruz birther issue. #DonaldTrump #TedCruz,0.0
Liberals do not like that @realDonaldTrump is moving up in the polls. #MakeAmericaGreatAgain #TheGreatWallofMexico,1.0
"trump’s playbook is simple but effective: throw mud, turn a phrase, force concessions &amp; use hyperbole.

and he does this using simple english that connects.

this makes him very appealing in the age of hashtags &amp; twitter anonymity to push narrow often myopic views.

#debate2020",0.0
@USER @USER @USER @USER @USER @USER @USER @USER @USER none of the #gop clowns have any class and by association none of the people in attendance do either.  all suckers and losers!,0.0
...and what exactly is wrong with NY values??? Sounds like #TedCruz is getting desperate. I applaud @realDonaldTrump 's values!👏👏 #Trump2016,1.0
@USER i like this sign much better : at my nieces elementary school in missouri 🇺🇸 #alllivesmattter #equalityforall #trump2020 #trumplandslide2020 #trumplandslidevictory2020 #2ndamendment #teachersforsafety￼ HTTP,1.0
"#Trump2016 #Hitlery2016 #Hillary2016 How come no one (including trump) are actually looking at Trump's dealings? He is 1%, not just kissing",0.0
@USER i am really sorry. i am going to go have a pacifico advil right now. goodnight! #fucktrump,0.0
@USER @USER #mastiller gay trump supporters are always the best when theyre triggered #gaysfortrump #trumpisnotwell #dumptrump #njtrash #trump2020 #trumpviolence #gay #covidiots HTTP,0.0
"aww, poor #donaldtheincompetent, the #sadking. feeling #triggered by michelle obama's speech? then i guess you're not looking forward to hearing it again when your #deplorable, soon-to-be-ex wife plagiarizes it at your 'convention'.
#votebluetosavedemocracy
#votebluetosaveamerica",0.0
"florida’s economy can’t afford another 4 years of trump’s broken promises to florida’s workers and families.🙅‍♀️
we’re ready for a real leader like @USER. will you join us in the fight to bring home florida? HTTP",0.0
"@USER bravo 👏🏼 👏🏼
time for everyone to get together behind #biden (not my first or second choice either) to defeat trump
#2020elections",0.0
@realDonaldTrump Don't let the @GOP tell you how to run!  #America doesn't need another politician.  #MakeAmericaGreatAgain only,1.0
@rswfire People need breaks. Especially since Trump's victory has been so traumatizing for some of us we forget to pace ourselves.,0.0
@realDonaldTrump President Donald Trump you will beat the evil ones. I pray for our future the good times won't last forever. I think our government knows it,1.0
@USER ✋for sure.  #votetrumpout  #voteblue,0.0
@USER does bill barr not think the supreme court has better and more important matters to deal with than the hissy fits of a egotistical bigoted orange 74 year old baby complaining about twitter. #demconvention #billbarrhearing @USER @USER @USER,0.0
@Cohen_Goes_HAM If I told anyone three years ago Donald Trump would be President of the United States no one would believe me.,0.0
"I wasn't an Obama supporter when he was elected but damnit, I love our president&#10084;&#65039; sad to see him go&#128547; but #ImWithHer",0.0
"RT @FoxNews: .@BretBaier: """"@realDonaldTrump has flipped Nevada... He's expanding his lead in OH, AZ, GA, & MO. He is narrowing the gap in VA and PA.""""",1.0
"Take a drink every time #cruz says ""constitution"" and ""leave it to the states"" or just rambles incoherently. #Trump2016",1.0
No I don't watch these people. I am very happy pretending they don't exist. #SarahPalin #DonaldTrump #TedCruz,0.0
⚡️ “President Trump probably won't like next week's newsstands”,0.0
@Nogerup @danajhidalgo Trump is shit.  And he is rotten to the core.  So I would guess trump shit does rot💩,0.0
So @realDonaldTrump just said he doesn't agree with his own running mate?!!! #debate #falnation,0.0
"#donaldtrump admitted he knew weeks before the first confirmed us coronavirus death that the virus was dangerous, airborne, highly contagious and ""more deadly than even your strenuous flus,"" and that he repeatedly played it down publicly. HTTP",0.0
Risa love you but can I get you to reconsider #Hillary2016 to #Trump2016. I love You either way. I can't compromise maybe #Cruz2016 Carson,1.0
"In January, President Trump vowed to hire 5,000 new Border Patrol agents. It never happened  #Mimmer #Politics",0.0
"#Hillary needs to unveil a plan that keeps her out of prison. She needn't be concerned with #Syria or foreign policy.

#Trump2016 
#Cruz",1.0
"#TedCruz promises french fries to school kids. #DonaldTrump brags #VladimirPutin thinks he's a genius. Time to leave Iowa, Dorothy.",0.0
"#Hillary2016 talking about 'Being Presidential, REALLY? CheckOut pics on Internet of SofS Hillary DRUNK! SHE's NOT! Presidential, #TRUMP2016",1.0
wife has the #democraticnationalconvention in the other room.  heard parts of what #heelsupharris had to say. the outright lies that spew from her mouth are mind boggling. i was waiting for lightning to strike her down. #lyingdemocrats,0.0
@RealJamesWoods Wish UK had a 'Trump' we might not be in the state we are. Be thankful! Yes he may not be perfect but no one is 🙏,1.0
"#rt @USER: rt @USER: #demdebate moderator: what will you do about child poverty?

elect @USER should be the answer because...

almost 650,000 children raised by single moms have risen out of poverty under his leadership!",1.0
Trump ripped by Kinzinger on response to bigotry - Blogs On Politics - Crain's Chicago Business #IL16,0.0
RT @TheBriefing2016: .@SenateMajLdr is just one of the many Republicans who have called on @realDonaldTrump to release his taxes:,0.0
"@Depasquallers @DLoesch 
#Cruz was too snarky. He didNOT look good doing it.smuggie.
2 weeks to smack Teddy around.
And he will.
#Trump2016",1.0
"police 'literally saving our lives from a crazed mob
HTTP
#rnc2020 #riots2020 #randpaul HTTP",0.0
#DonaldTrump I am an undecided voter However I would love to see the same hard line Qs about lies for #HillaryClinton as donald is receiving,0.0
I read that the Orange County Jail is advertising on #Airbnb. #WTF? #Hillary has reserved two years so she can still campaign. #TRUMP2016,1.0
"Obama would ban the 2nd Amendment. 
Lynch would ban the 1st Amendment.

Neither would ban Muslims who kill. 

#Trump2016 #Cruz2016",1.0
this is a blood bath. #democraticdebate,0.0
the best is yet to come - #trump2020 HTTP,1.0
"I liked a @YouTube video  BREAKING: SECONDS AFTER CNN REPORTER CALLS HIM RACIST, TRUMP TURNS AROUND AND DOES",0.0
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER thank you for the mention great patriot!!! ❤️👊🏼🇺🇸🦅@USER its ‘past’due time, ‘we the people’ take back our country from this sinister left!!! 🤬💪🏼🙏🏼🎚❤️💪🏼🗽🦅🇺🇸 #armyfortrump #unitedwestand #dividedwefall #votered2saveamerica #kag2020 #wwg1wga 🇺🇸🦅 HTTP",1.0
NASCAR abandons Trump. Some good news to end my day with   #Trump,0.0
"asking for a friend, how much did tax payers pay for @USER hair tonight!? #debate2020 #debate #presidentialdebate2020 #election2020 #trump2020 #bidenharris2020",0.0
@USER biden is elizabeth warren if you wish it hard enough.,0.0
U think #donaldtrump will b able to swat #Hillaryclinton like a fly as he does every1 else? Ha! How many sexists has she swatted in 69 yrs?,1.0
"@GOP in case yall havent noticed, we the people are sick of your establishment candidates. Listen to us or disappear.  #Cruz2016 #Trump2016",1.0
"@USER @USER he focused on us and not himself. it’s kind of hard to talk to someone like trump who just talks,talks talks and nothing important to say.he was clearly the winner of tonight debate and most intelligent of course. #votehimout #bidenwonthedebate #bidenharrislandslide2020",0.0
"Following his recent comments about immigrants, do you think Donald Trump's business interests will suffer? #Trump",0.0
Tell the Senate to reject the Trump / McConnell dirty energy bill. Sign the petition:,0.0
@realDonaldTrump Its admirable how you're willing to lose sponsors for the greater good. We've longed for voice like yours!,1.0
"@USER @USER i live in orange county ny but if you can direct me where to go im in, mr president trump and please advice where to go?",1.0
#WhiteHouse says #DonaldTrumps comments disqualify him from #Potus But #Hillary Clinton exposing top secret #Emails that's fine. F U Morons,1.0
#HillaryClinton = instant war with Syria. It's a lose/lose scenario. And #DonaldTrump is possible total Armageddon. GO BERNIE!!! #Bernie2016,0.0
joe is sleepy💤#maga #blmdontmatter #trumptrain,1.0
Apparently #Trump values riches so much he can't afford values. #Trumpelstiltskin,0.0
#TedCruz got million dollar loan from Goldman Sachs 4 Senate campaign &amp; fails 2 disclose it. Did he just hand the nomination 2 #DonaldTrump?,0.0
"Ok, I wanted #DonaldTrump to lose to #TedCruz but I am not prepared to watch Ted Cruz speak. I cannot stand that knucklehead.",1.0
"@USER a must read by china expert ""how china took over while elites slept""! trump/pompeo must keep chipping away at china tentacles in u.s.! call covid what it was--biowarfare!! china deliberately man-made &amp; released it to help biden get elected &amp; revenge for tariffs!! HTTP",0.0
@TheFive  So @greggutfeld would rather have LYING #hillary as prez v. a NYC biz-man #Trump2016 who can manage a big economy &amp; fights back.,1.0
@realDonaldTrump Hell I'm from the UK and I believe @realDonaldTrump would make an amazing WORLD Leader,1.0
I hope #CNN does not get to have another #RepublicanDebate. They are so #biased with #questions.Let's see U do this with #Hillary.#Trump2016,1.0
"i've all but lost half of my family due to ""differences"" of political opinion. on the bright side, i'm having a long-running conversation with a bright young colleague who lives in the bay area and for whom the lights are beginning to come on...

#alllivesmattter #trump2020",1.0
Albright - place in hell for women who don't vote #HillaryClinton. #DonaldTrump - #TedCruz is a p____. Trump decimated and Albright praised.,0.0
Trump is an idiot #BigLeague,0.0
@realDonaldTrump Probably because @jorgeramosnews had to change it after you published his old one on Instagram #TrumptheChump,0.0
"President Donald Trump says states can count on federal cash in emergencies

@IndianExpress",0.0
"What the fuck goes through the sick mind of #GOP front-runner #DonaldTrump, when he wonders aloud as to what #Hillary does on the toilet?",0.0
don junior is a terrible carpet salesmen. #rnc2020,0.0
"good to see #joebiden calling out the suburb #dogwhistleracism #trump is blowing hard in the #debates2020 

no policy from the orange fatman; just more attempts at #detteringdemocracy &amp; hiding the activities of #taxfraudtrump",0.0
"#DonaldTrump is the Mean Girl of politics.  Offering ""helpful"" advice to #cruz and #Hillary2016. Machiavelli would be proud.",0.0
@USER i was gonna vote biden till i found out he left his post during ww1 to go hit on some french women😂 glad he found his way out the basement!  #trump2020,1.0
@realDonaldTrump McCaine is NO hero!!  Who did he rescue?  That's what heroes do.  Who did he rescue?,1.0
"Is #HillaryClinton/#DonaldTrump  the best this country can do? Seriously??!!
ps: guys on the bench, on both sides, don't look any better.",0.0
there. is. no. comparison. between. the. compassion. of. joe. biden. and. the. lack. of. it. in. donald. trump. #demconvention,0.0
"""a clear sign this guy is not confident in his chances of winning🤣🤣🤣 #vote2020 @USER  @USER #joebiden
@USER @USER HTTP",0.0
RT @ryansiskow: 96 years ago women won the right to vote. NOW it's time for history to become #HerStory &#128131;&#127995;#ImWithHer #Hillary2016 &#127482;&#127480;,0.0
@VanJones68 Your reaction as Jeff Lord defends birther nonsense. Love that guy. #debatenight #debates @guynormanbee,0.0
i think i like the other billionaire better. #demdebate,0.0
"#Hillary puts #DonaldTrump in his place w/articulate, adult reasoning. This is why Republican candidates won't understand it. #DemDebate",0.0
this world has gone batshit crazy! #trump2020landslide #trump2020 #maga2020 #kaga2020   we the people will have a voice &amp; a choice! 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,1.0
"“he has no interest in treating the presidency as anything but one more reality show that he can use to get the attention that he craves. he hasn’t grown into the job, because he can’t. the consequences of that failure are severe.” - barack obama #bidenharris2020 #demconvention",0.0
#DonaldTrump brings up #TedCruz Cuban ancestry at rally. Trump just being himself an Equal Opportunity Offender 😜,0.0
"@DonnaMartinNeth @mitchellvii  #hillary_unacceptable not concerned 
Cruz shows weakness 
GOP could implode without trump 
 #trump2016🇺🇸",1.0
did trump just try to call biden out for kissing people... when he literally said he grabs women by the p..... #rnc2020 #hyprocrite,0.0
get it american? this is the beginning of tyranny! #trump #maga #magarollercoaster #votered2020 #blacklivesmatter  #communism #america #americafirst #blm #ccpvirus #socialism #fascism #americafirst # HTTP,1.0
i just made a donation to mj for texas to help elect mj to the u.s. senate! now is the time to stand up for our country. vote out trump and vote out every gop enabler.  #voteblue HTTP,0.0
michelle obama just said joe can learn &amp; grow ! 😂😂78yrs old has had a career to do so ! 😂 #demconvention,0.0
"@SahilcdesaiC Wow! He didn't just walk to trump, he leap frogged right into him!!",1.0
@realDonaldTrump keep it up Trump we love you #MakeAmericaGreatAgain #BoycottMacys #boycottnbc,1.0
@AnnCoulter @realDonaldTrump The Media will try to discredit him. Democrats and GOP will attack him. America will Stand with him.,1.0
"My analysis

fuck @abc postgame
fuck #Hillary
fuck #DonaldTrump
fuck #DemDebate
fuck #GOPDebate
fuck #politics 

this country is fucked",0.0
RT @Fahrenthold: I've now called 313 charities in my search for proof @realDonaldTrump gives his own money away. Not much luck lately,0.0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER trump also released his... via the new york times🤣🤣🤣,0.0
joe's medication is wearing off...🙄#demdebate,0.0
RT @hale_razor: Apple pays no tax: meh   Twitter & Facebook pay no tax: meh   Solyndra funder pays no tax: meh   NYT pays no tax: lol   Trump pays no tax: SCANDAL!,1.0
@SensibleTravel1 @rixiebhelle @kevinborregaard @FoxNews And now he came out &amp; condemned them by name but the left is still not happy. This argument is all about the hatred of Trump by the left.,1.0
"The Definition of #Clueless  #SavannahGuthrie wonders (out loud) if  #DonaldTrump after calling #TedCruz pussy gets a ""free pass"" from #MSM",0.0
"@USER trump almost won it in 2016, it'll be easy for him to win it this time around.  biden didn't even get 10% of the vote in the primary, nobody likes him there.  don't believe the fake polls, it's a big red wave!",1.0
"#HIllary will bring Sharia Law Abuse to American Women - How's /that/ #MicroAggression sit with you?

#HillaryGotSchlonged #Trump2016",1.0
biden is going to create a million new republicans tonight,1.0
Voting for Trump is accepting the fear and ignorance the powerful and wealthy want you to have.,0.0
"What the fuck goes through the sick mind of #GOP front-runner #DonaldTrump, when he pauses and ponders what #Hillary does on the toilet?!",0.0
We are supposed to believe that #DonaldTrump is bad for America while  corrupt and inept #HillaryClinton is the right choice for president.,1.0
President Trump and the Russians would like to thank the protestors for protesting against Nazis. Nobody likes Nazis! #Boston #FreeSpeech,0.0
"North Korea compared United States President Donald Trump to Adolf Hitler, criticizing his so-called “America...",0.0
"Haha. People like #DonaldTrump &amp; #TedCruz are ""strong presidential candidates"".But then,they're only a reflection of what all Americans are.",0.0
"@USER warning, warning, warning.

all you bernie bro's out there. 
phone call was placed by former pres. obama to pete. you all now how that went.

***scheme to stop bernie is full force. do not let this happen!!! if bernie earns it, then let him have the nomination! #2020elections",0.0
"RT @tragicgay: Whenever I see news about how SNL or John Oliver or John Stewart """"destroyed"""" Donald Trump my mind instinctively goes to this Vonnegut quote",0.0
Didya ever stop to wonder why #DonaldTrump is deflecting attention from himself and falsely attacking #TedCruz? Hmmm? #GOP #tcot #pjnet,0.0
Keep your head shoved up Donald Trump's ass and live ya dreams of being a stay at home mom and making sandwhiches for your ugly ass husband,0.0
"so many people have died from alcohol poisoning already, and we’re only halfway in.

#demdebate #democraticdebate  HTTP",0.0
RT @scrowder: #DebateNight summarized,1.0
#HillaryClinton aides speaking fast n furious trying cover lie #DonaldTrump videos used ISIS recruiting. Just listen to them speed speaking.,1.0
#TedCruz #Trump2016 #RepublicanDebate #GOPDebate Donald's laugh at Cruz's paperwork error was straight up bully. Well done. Steal the show.,1.0
Russell Simmons to President Trump: 'Wake the f--- up',0.0
#HillaryClinton have to forgive #DonaldTrump because he seems to suffer from “AFFLUENZA” the new illness invented for rich people,0.0
I hate to say this...but I hope #HILLARY #CROAKS RIGHT before the election and leaves them all empty handed! There. I said it. #TRUMP2016,1.0
"‘unlike joe’ is a good filler for bernie
kinda like obama’s long pauses
#demdebate",0.0
"Merck, Under Armour, Intel CEOs resign from Trump panel.  #7News",0.0
"@USER @USER donald trump's lessons for repulicans:
no consequences for lying.
no consequences for hate.
no consequences for immorality.
no consequences for crimes.
no consequences for collusion. 
no consequences for impeachment.
no consequences for incompetence.
sad. #votebluenomatterwho",0.0
@realDonaldTrump first time voting and I'm definitely voting for Trump,1.0
Just gotta say: A #GOP battle that comes down to #MarcoRubio #TedCruz  &amp; #DonaldTrump would be a classic. (assuming #BenCarson flames out).,0.0
@USER cool photo from 2012 rnc! idiots! #trump2020 🇺🇸🙏 HTTP,1.0
tommy lost the debate because he missed the last handshake #demdebate,0.0
"Monday Night RANT! To Hell with LIAR,PRO ISIS #OBAMA! JAIL LIAR #Hillary2016! #ISIS is #ISLAM &amp; BAN All #SyrianRefugees! VOTE for #TRUMP2016",1.0
Makes sense for well known liar #BrianWilliams to be covering #Iowa choice of well known liars #DonaldTrump #TedCruz #HillaryClinton,0.0
RT @BatLabels: VOTE FOR BATMAN      #debatenight,1.0
